group,session,date,feeding,age_juv_wks,bout_nr,bout,start_time,end_time,duration,focal,behavior,receiver,play_type,playface,
Washington,16,25.01.2022,before,23,11,start_bout,00:12:45:06,00:12:49:19,00:00:04:14,juv_male  ,wrestle   ,father ,dyad,NA,
Washington,16,25.01.2022,before,23,11,end_bout,00:12:49:19,00:12:49:19,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,16,25.01.2022,before,23,5,poly,00:13:27:12,00:13:27:12,00:00:00:01,mother  ,touch   ,juv_male ,poly,NA,
Washington,16,25.01.2022,before,23,5,poly,00:13:28:16,00:13:30:17,00:00:02:02,mother  ,wrestle   ,juv_male ,poly,NA,
Washington,16,25.01.2022,before,23,5,poly,00:13:30:06,00:13:30:06,00:00:00:01,juv_fem  ,touch   ,juv_male ,poly,NA,
Washington,16,25.01.2022,before,23,5,poly,00:13:30:17,00:13:30:17,00:00:00:01,mother  ,wrestle_out   , ,poly,NA,
Washington,16,25.01.2022,before,23,12,start/end_bout,00:13:44:17,00:13:45:10,00:00:00:19,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,16,25.01.2022,before,23,13,start_bout,00:19:44:02,00:19:46:01,00:00:02:00,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,16,25.01.2022,before,23,13,end_bout,00:19:46:01,00:19:46:01,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Jambi,19,11.01.2022,before,27,1,start/end_bout,00:08:01:20,00:08:01:20,00:00:00:01,juv_male1  ,touch   ,mother ,dyad,NA,
Jambi,19,11.01.2022,before,27,2,start_bout,00:14:39:11,00:14:41:10,00:00:02:00,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,19,11.01.2022,before,27,2,end_bout,00:14:49:13,00:14:53:22,00:00:04:10,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,19,11.01.2022,before,27,1,invitation,00:16:04:05,00:16:04:16,00:00:00:12,juv_male2  ,si_stalk   ,father ,dyad,NA,
Jambi,19,11.01.2022,before,27,3,start_bout,00:16:04:22,00:16:06:02,00:00:01:06,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,19,11.01.2022,before,27,3,end_bout,00:16:14:02,00:16:15:11,00:00:01:10,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,19,11.01.2022,before,27,4,start/end_bout,00:17:09:17,00:17:09:17,00:00:00:01,juv_male2  ,touch   ,father ,dyad,NA,
Jambi,19,11.01.2022,before,27,5,start_bout,00:17:39:10,00:17:39:10,00:00:00:01,juv_male2  ,touch   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,5,end_bout,00:17:41:07,00:17:42:07,00:00:01:01,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,6,start/end_bout,00:18:52:07,00:18:55:00,00:00:02:19,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,19,11.01.2022,before,27,2,invitation,00:18:57:22,00:18:59:11,00:00:01:15,juv_male1  ,supine   ,juv_male2 ,dyad,1,
Jambi,19,11.01.2022,before,27,7,start_bout,00:19:00:21,00:19:00:21,00:00:00:01,juv_male2  ,touch   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,7,end_bout,00:19:00:21,00:19:01:13,00:00:00:18,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,8,start/end_bout,00:19:32:07,00:19:32:22,00:00:00:16,juv_male1  ,touch   ,mother ,dyad,NA,
Jambi,19,11.01.2022,before,27,9,start_bout,00:21:08:18,00:21:09:15,00:00:00:23,juv_male2  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,9,middle,00:21:09:15,00:21:09:15,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,19,11.01.2022,before,27,9,end_bout,00:21:09:21,00:21:11:15,00:00:01:20,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,19,11.01.2022,before,27,3,invitation,00:21:30:16,00:21:31:02,00:00:00:12,juv_male2  ,hide   ,mother ,dyad,NA,
Jambi,19,11.01.2022,before,27,10,start_bout,00:22:27:21,00:22:31:06,00:00:03:11,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,19,11.01.2022,before,27,10,end_bout,00:22:31:06,00:22:31:06,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,1,start_bout,00:07:48:12,00:07:50:13,00:00:02:02,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,20,13.01.2022,after,27,1,end_bout,00:07:50:13,00:07:50:13,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,2,start/end_bout,00:08:17:23,00:08:19:08,00:00:01:11,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,20,13.01.2022,after,27,3,start_bout,00:08:38:02,00:08:39:23,00:00:01:22,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,3,middle,00:08:42:09,00:08:47:01,00:00:04:18,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,20,13.01.2022,after,27,3,end_bout,00:08:47:01,00:08:47:01,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,4,start/end_bout,00:08:51:10,00:08:53:07,00:00:01:23,juv_male1  ,chase   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,5,start_bout,00:09:02:08,00:09:03:17,00:00:01:10,juv_male2  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,5,end_bout,00:09:03:17,00:09:03:17,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,6,start/end_bout,00:09:06:02,00:09:09:08,00:00:03:07,father  ,chase   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:12:15,00:09:13:20,00:00:01:06,father  ,chase   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:13:20,00:09:16:15,00:00:02:21,father  ,chase   ,siblings ,poly,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:16:15,00:09:19:04,00:00:02:15,father  ,chase   ,juv_male2 ,poly,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:24:03,00:09:27:18,00:00:03:16,father  ,wrestle   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:27:18,00:09:29:07,00:00:01:15,juv_male2  ,wrestle   ,father/juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,1,poly,00:09:29:07,00:09:29:07,00:00:00:01,juv_male1  ,wrestle_out   , ,poly,NA,
Jambi,20,13.01.2022,after,27,7,start/end_bout,00:09:30:15,00:09:31:13,00:00:00:24,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,8,start_bout,00:09:37:09,00:09:37:24,00:00:00:16,father  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,8,end_bout,00:09:37:24,00:09:37:24,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,9,start/end_bout,00:09:58:02,00:10:03:02,00:00:05:01,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,20,13.01.2022,after,27,10,start/end_bout,00:10:07:18,00:10:11:10,00:00:03:18,father  ,chase   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,2,poly,00:10:23:04,00:10:25:03,00:00:02:00,father  ,chase   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,2,poly,00:10:27:02,00:10:27:16,00:00:00:15,father  ,chase   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,2,poly,00:10:27:16,00:10:33:03,00:00:05:13,father  ,chase   ,siblings ,poly,NA,
Jambi,20,13.01.2022,after,27,2,poly,00:10:33:03,00:10:35:21,00:00:02:19,father  ,wrestle   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,2,poly,00:10:35:21,00:10:35:21,00:00:00:01,father  ,wrestle_out   , ,poly,NA,
Jambi,20,13.01.2022,after,27,11,start/end_bout,00:10:45:24,00:10:45:24,00:00:00:01,father  ,touch   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,12,start_bout,00:11:10:09,00:11:15:09,00:00:05:01,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,12,middle,00:11:16:23,00:11:16:23,00:00:00:01,juv_male2  ,touch   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,12,end_bout,00:11:23:22,00:11:25:02,00:00:01:06,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,3,poly,00:11:25:16,00:11:25:24,00:00:00:09,father  ,chase   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,3,poly,00:11:25:24,00:11:27:20,00:00:01:22,father  ,chase   ,siblings ,poly,NA,
Jambi,20,13.01.2022,after,27,3,poly,00:11:38:15,00:11:39:17,00:00:01:03,father  ,chase   ,juv_male2 ,poly,NA,
Jambi,20,13.01.2022,after,27,3,poly,00:11:39:18,00:11:42:09,00:00:02:17,juv_male2  ,chase   ,juv_male1 ,poly,NA,
Jambi,20,13.01.2022,after,27,3,poly,00:11:39:20,00:11:40:14,00:00:00:20,father  ,chase   ,siblings ,poly,NA,
Jambi,20,13.01.2022,after,27,13,start_bout,00:11:45:22,00:11:47:03,00:00:01:07,father  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,20,13.01.2022,after,27,13,end_bout,00:11:47:03,00:11:47:03,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,14,start_bout,00:11:58:21,00:11:58:21,00:00:00:01,juv_male2  ,jump_other   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,14,middle,00:11:58:21,00:12:00:21,00:00:02:01,juv_male2  ,wrestle   ,father ,dyad,NA,
Jambi,20,13.01.2022,after,27,14,end_bout,00:12:00:21,00:12:00:21,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,20,13.01.2022,after,27,1,invitation,00:14:58:24,00:15:03:16,00:00:04:18,juv_male1  ,supine   ,juv_male2 ,dyad,1,
Jambi,20,13.01.2022,after,27,15,start_bout,00:22:08:15,00:22:09:23,00:00:01:09,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,20,13.01.2022,after,27,15,end_bout,00:22:18:24,00:22:20:04,00:00:01:06,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,1,invitation,00:07:30:00,00:07:30:22,00:00:00:23,juv_male1  ,supine   ,juv_male2 ,dyad,1,
Jambi,21,25.01.2022,before,29,1,start_bout,00:07:30:22,00:07:32:14,00:00:01:18,juv_male2  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,1,end_bout,00:07:32:14,00:07:32:14,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,2,start_bout,00:07:52:17,00:07:53:14,00:00:00:23,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,middle,00:07:53:14,00:07:56:00,00:00:02:12,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,middle,00:07:56:00,00:07:56:00,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,2,middle,00:07:59:23,00:08:01:19,00:00:01:22,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,middle,00:08:01:19,00:08:02:15,00:00:00:21,juv_male2  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,end_bout,00:08:02:15,00:08:02:15,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,3,start_bout,00:08:17:21,00:08:17:21,00:00:00:01,juv_male1  ,jump_other   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,3,middle,00:08:17:21,00:08:20:19,00:00:02:24,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,3,middle,00:08:20:19,00:08:20:19,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,3,end_bout,00:08:25:24,00:08:26:15,00:00:00:17,juv_male1  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,4,start/end_bout,00:09:01:14,00:09:01:14,00:00:00:01,juv_male1  ,touch   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,5,start_bout,00:09:32:11,00:09:32:11,00:00:00:01,juv_male1  ,jump_other   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,5,end_bout,00:09:32:11,00:09:33:12,00:00:01:02,juv_male1  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,invitation,00:09:44:04,00:09:44:14,00:00:00:11,juv_male1  ,supine   ,juv_male2 ,dyad,1,
Jambi,21,25.01.2022,before,29,6,start_bout,00:09:44:14,00:09:49:19,00:00:05:06,juv_male2  ,wrestle   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,6,end_bout,00:09:49:19,00:09:49:19,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,7,start/end_bout,00:10:20:03,00:10:20:21,00:00:00:19,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,3,invitation,00:11:05:10,00:11:06:05,00:00:00:21,juv_male1  ,supine   ,unknown ,dyad,1,
Jambi,21,25.01.2022,before,29,8,start_bout,00:11:19:07,00:11:20:10,00:00:01:03,juv_male2  ,chase   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,8,end_bout,00:11:20:23,00:11:20:23,00:00:00:01,juv_male2  ,touch   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,4,invitation,00:11:22:09,00:11:23:18,00:00:01:10,juv_male2  ,si_stalk   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,5,invitation,00:11:22:12,00:11:23:02,00:00:00:16,juv_male1  ,supine   ,mother/juv_male2 ,poly,0,
Jambi,21,25.01.2022,before,29,6,invitation,00:11:24:17,00:11:25:10,00:00:00:19,juv_male2  ,si_stalk   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,9,start/end_bout,00:11:34:24,00:11:35:16,00:00:00:18,mother  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,10,start_bout,00:12:46:16,00:12:46:16,00:00:00:01,juv_male1  ,jump_other   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,10,middle,00:12:46:16,00:12:52:16,00:00:06:01,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,10,middle,00:12:52:16,00:12:52:16,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,10,end_bout,00:12:53:02,00:12:53:17,00:00:00:15,juv_male2  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,11,start/end_bout,00:13:06:15,00:13:06:15,00:00:00:01,juv_male2  ,jump_other   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,12,start_bout,00:14:15:01,00:14:15:01,00:00:00:01,juv_male2  ,jump_other   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,12,middle,00:14:15:09,00:14:17:22,00:00:02:14,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,12,end_bout,00:14:17:22,00:14:17:22,00:00:00:01,juv_male1  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,13,start_bout,00:15:27:16,00:15:27:16,00:00:00:01,juv_male2  ,touch   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,13,end_bout,00:15:29:02,00:15:29:02,00:00:00:01,mother  ,touch   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,7,invitation,00:15:29:10,00:15:30:04,00:00:00:20,juv_male2  ,si_stalk   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,8,invitation,00:15:31:13,00:15:32:20,00:00:01:08,juv_male2  ,hide   ,mother ,dyad,NA,
Jambi,21,25.01.2022,before,29,14,start/end_bout,00:15:33:04,00:15:33:22,00:00:00:19,mother  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,15,start/end_bout,00:15:44:22,00:15:46:06,00:00:01:10,juv_male1  ,chase   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,16,start_bout,00:16:31:14,00:16:33:23,00:00:02:10,juv_male2  ,wrestle   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,16,end_bout,00:16:33:23,00:16:33:23,00:00:00:01,father  ,wrestle_out   ,NA,dyad,NA,
Jambi,21,25.01.2022,before,29,1,poly,00:16:39:15,00:16:40:14,00:00:01:00,father  ,chase   ,juv_male2 ,poly,NA,
Jambi,21,25.01.2022,before,29,1,poly,00:16:40:14,00:16:41:12,00:00:00:24,father  ,chase   ,juv_male1 ,poly,NA,
Jambi,21,25.01.2022,before,29,17,start/end_bout,00:16:44:19,00:16:47:06,00:00:02:13,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,18,start_bout,00:16:57:03,00:16:58:19,00:00:01:17,father  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,18,end_bout,00:16:59:03,00:17:00:16,00:00:01:14,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,2,poly,00:17:06:10,00:17:06:21,00:00:00:12,father  ,chase   ,siblings ,poly,NA,
Jambi,21,25.01.2022,before,29,19,start/end_bout,00:17:11:14,00:17:12:02,00:00:00:14,father  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,20,start_bout,00:17:25:20,00:17:28:04,00:00:02:10,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,20,end_bout,00:17:31:00,00:17:31:08,00:00:00:09,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,9,invitation,00:18:19:10,00:18:20:23,00:00:01:14,juv_male2  ,hide   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,10,invitation,00:18:26:22,00:18:30:01,00:00:03:05,juv_male2  ,hide   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,11,invitation,00:18:32:17,00:18:36:09,00:00:03:18,juv_male2  ,hide   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,21,start_bout,00:18:36:09,00:18:36:23,00:00:00:15,juv_male2  ,chase   ,father ,dyad,NA,
Jambi,21,25.01.2022,before,29,21,middle,00:18:40:19,00:18:43:19,00:00:03:01,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,21,end_bout,00:18:43:19,00:18:44:02,00:00:00:09,father  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,3,poly,00:18:47:11,00:18:52:01,00:00:04:16,father  ,wrestle   ,juv_male2 ,poly,NA,
Jambi,21,25.01.2022,before,29,3,poly,00:18:52:01,00:18:53:13,00:00:01:13,juv_male1  ,wrestle   ,father/juv_male2 ,poly,NA,
Jambi,21,25.01.2022,before,29,3,poly,00:18:53:13,00:18:53:13,00:00:00:01,juv_male2  ,wrestle_out   , ,poly,NA,
Jambi,21,25.01.2022,before,29,3,poly,00:18:55:08,00:18:55:08,00:00:00:01,father  ,wrestle_out   , ,poly,NA,
Jambi,21,25.01.2022,before,29,22,start/end_bout,00:18:58:21,00:18:59:05,00:00:00:10,father  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,23,start_bout,00:19:33:03,00:19:37:07,00:00:04:05,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,23,end_bout,00:19:40:07,00:19:40:11,00:00:00:05,father  ,pull   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,24,start/end_bout,00:19:55:20,00:19:56:08,00:00:00:14,father  ,chase   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,12,invitation,00:20:11:19,00:20:13:04,00:00:01:11,father  ,hide   ,juv_male1 ,dyad,NA,
Jambi,21,25.01.2022,before,29,25,start/end_bout,00:20:29:01,00:20:31:17,00:00:02:17,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,26,start_bout,00:20:33:06,00:20:37:09,00:00:04:04,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,21,25.01.2022,before,29,26,end_bout,00:20:37:09,00:20:41:16,00:00:04:08,father  ,pull   ,juv_male2 ,dyad,NA,
Jambi,22,02.02.2022,after,30,1,start/end_bout,00:15:10:15,00:15:11:22,00:00:01:08,mother  ,chase   ,juv_male2 ,dyad,NA,
Jambi,22,02.02.2022,after,30,2,start/end_bout,00:16:21:02,00:16:21:24,00:00:00:23,father  ,chase   ,juv_male2 ,dyad,NA,
Jambi,22,02.02.2022,after,30,3,start/end_bout,00:16:32:04,00:16:33:08,00:00:01:05,juv_male1  ,chase   ,juv_male2 ,dyad,NA,
Jambi,22,02.02.2022,after,30,4,start/end_bout,00:16:47:07,00:16:47:23,00:00:00:17,father  ,chase   ,mother ,dyad,NA,
Jambi,22,02.02.2022,after,30,5,start/end_bout,00:18:33:04,00:18:36:09,00:00:03:06,juv_male1  ,chase   ,father ,dyad,NA,
Jambi,22,02.02.2022,after,30,6,start_bout,00:19:57:17,00:19:59:00,00:00:01:09,juv_male1  ,wrestle   ,juv_male2 ,dyad,NA,
Jambi,22,02.02.2022,after,30,6,end_bout,00:19:59:00,00:19:59:00,00:00:00:01,juv_male2  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,1,poly,00:07:30:00,00:07:35:18,00:00:05:19,juv_fem  ,wrestle   ,father/juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,1,poly,00:07:32:00,00:07:32:00,00:00:00:01,juv_male  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,1,poly,00:07:35:18,00:07:35:18,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,1,start_bout,00:07:35:23,00:07:42:08,00:00:06:11,juv_male  ,wrestle   ,father ,dyad,NA,
Washington,22,24.02.2022,before,28,1,end_bout,00:07:42:08,00:07:42:08,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,2,poly,00:07:50:19,00:07:50:19,00:00:00:01,juv_fem  ,touch   ,father ,poly,NA,
Washington,22,24.02.2022,before,28,2,poly,00:07:50:19,00:07:59:19,00:00:09:01,father  ,wrestle   ,juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,2,poly,00:07:59:19,00:08:00:02,00:00:00:09,juv_male  ,wrestle   ,father/juv_fem ,poly,NA,
Washington,22,24.02.2022,before,28,2,poly,00:08:04:21,00:08:04:21,00:00:00:01,juv_fem  ,wrestle_out   , ,poly,NA,
Washington,22,24.02.2022,before,28,2,poly,00:08:06:15,00:08:06:15,00:00:00:01,juv_male  ,wrestle_out   ,juv_male ,poly,NA,
Washington,22,24.02.2022,before,28,2,start_bout,00:08:26:24,00:08:34:00,00:00:07:02,juv_fem  ,wrestle   ,father ,dyad,NA,
Washington,22,24.02.2022,before,28,2,end_bout,00:08:34:00,00:08:34:00,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,3,start_bout,00:09:57:02,00:09:57:21,00:00:00:20,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:00:18,00:10:09:21,00:00:09:04,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:09:21,00:10:09:21,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:10:18,00:10:10:18,00:00:00:01,juv_male  ,jump_other   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:10:18,00:10:15:11,00:00:04:19,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:15:11,00:10:15:11,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:20:20,00:10:38:13,00:00:17:19,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:38:13,00:10:38:13,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:38:22,00:10:39:04,00:00:00:08,juv_fem  ,pull   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:39:23,00:10:40:20,00:00:00:23,juv_fem  ,pull   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:41:12,00:10:45:20,00:00:04:09,juv_male  ,wrestle   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,3,middle,00:10:45:20,00:10:45:20,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,3,end_bout,00:10:49:20,00:10:51:16,00:00:01:22,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,4,start_bout,00:11:07:06,00:11:15:13,00:00:08:08,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,4,middle,00:11:15:13,00:11:15:13,00:00:00:01,juv_fem  ,wrestle_out   ,NA,dyad,NA,
Washington,22,24.02.2022,before,28,4,middle,00:11:16:06,00:11:20:24,00:00:04:19,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,4,end_bout,00:11:23:07,00:11:24:14,00:00:01:08,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,1,invitation,00:11:24:20,00:11:25:02,00:00:00:08,juv_fem  ,si_stalk   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,5,start_bout,00:11:25:16,00:11:26:12,00:00:00:21,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:31:04,00:11:33:00,00:00:01:22,juv_fem  ,chase   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:34:07,00:11:38:07,00:00:04:01,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:42:04,00:11:42:20,00:00:00:17,juv_male  ,chase   ,juv_fem ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:43:18,00:11:47:09,00:00:03:16,juv_fem  ,wrestle   ,juv_male ,dyad,NA,
Washington,22,24.02.2022,before,28,5,middle,00:11:47:09,00:11:47:09,00:00:00:01,juv_male  ,wrestle_out   ,NA,dyad,NA,
